57,7,40,33,71
11,32,31,24,39
23,24,27,25,27
28,21,34,15,23
11,12,23,31,15
39,17,16,8,51
57,29,68,29,71
28,32,2,15,39
7,6,31,9,3
57,17,68,40,67
3,32,16,8,31
97,42,40,21,75
57,16,35,23,63
71,42,60,40,47
7,21,22,10,27
23,27,11,5,31
31,16,31,23,39
42,21,23,29,47
